id,seller_id,name,event_type,start,end,timezone,sell_start,sell_end,location,image,url,max_amount,max_per_order,min_per_order,hide_in_listing,child_events,tickets,categories,created_at,updated_at,seller_name,seller_category
663b2de362110f0c36a74a75,64e6444eb14ef65f4968770d,CANACARE - Test event,SINGLE,2024-05-10T10:00:00.000Z,2024-05-10T13:00:00.000Z,Europe/Amsterdam,2024-05-07T22:00:00.000Z,2024-05-09T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/c3b8e056-ec73-46c5-ac4d-a20f104e370b.jpg,test-event-8zpgr0,50,50,1,False,[],"[{'id': '663b2e4a120e09130377695b', 'name': 'Test 1', 'price': 0, 'amount': 50, 'active': True}, {'id': '663b2e57120e09130377695c', 'name': 'Test 2', 'price': 0, 'amount': 50, 'active': True}]","[{'id': '663b2e3e120e09130377695a', 'name': 'TEST BILLET CANACARE', 'ref': 'c3f07f49-7385-4c35-8130-0001dbcd1182', 'amount': 50, 'active': False}]",2024-05-08T07:46:43.918Z,2024-05-08T08:59:52.356Z,Eventbilletten ApS,internal
65a1457162b2275c641c0262,64e6444eb14ef65f4968770d,Test: Sherif ,SINGLE,2024-05-10T17:00:00.000Z,2024-05-10T20:00:00.000Z,Europe/Brussels,2024-02-12T11:00:00.000Z,2024-05-10T17:00:00.000Z,"{'name': 'Middelfart Arena', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/8681c1e2-2a05-4e9e-a428-8bd188a9c262.png,test-sherif-b1mcdr,352,50,1,True,[],"[{'id': '65a1457162b2275c641c0263', 'name': 'Adult', 'price': 10, 'amount': 352, 'active': True}, {'id': '65a1457162b2275c641c0264', 'name': 'Adult', 'price': 5, 'amount': 150, 'active': True}, {'id': '65a1457162b2275c641c0265', 'name': 'Child', 'price': 5, 'amount': 352, 'active': True}, {'id': '65a1457162b2275c641c0266', 'name': 'Child', 'price': 0, 'amount': 150, 'active': True}]","[{'id': '65a1457162b2275c641c0267', 'name': 'Sal', 'ref': 'c73e5f6b-2935-4ed8-87fe-20e77e924ab2', 'amount': 352, 'active': False}, {'id': '65a1457162b2275c641c0268', 'name': 'Balkon', 'ref': '4f100655-0f04-4274-9020-ecb514704e47', 'amount': 150, 'active': False}]",2023-10-23T12:10:07.431Z,2024-03-14T09:52:50.947Z,Eventbilletten ApS,internal
65149356ed35ca238aee0534,64e6444eb14ef65f4968770d,Test: Rock Under Broen 2024,SINGLE,2024-06-06T22:00:00.000Z,2024-06-08T01:00:00.000Z,Europe/Amsterdam,2023-09-26T22:00:00.000Z,2024-06-07T22:00:00.000Z,"{'name': 'Rock Under Broen ', 'street': 'Under Den Nye Lillebæltsbro ', 'city': 'Middelfart', 'postal': '5500', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/2d6d0c53-28c9-410f-88ae-4fdf990e524e.png,rock-under-broen-2024-is9m8v,15000,500,1,True,[],"[{'id': '6514939e859cd10354d7cef9', 'name': 'Fredags billet Barn', 'price': 250, 'amount': 2000, 'active': True}, {'id': '651493d5859cd10354d7cefa', 'name': 'Fredags billet Voksen', 'price': 400, 'amount': 5800, 'active': True}, {'id': '651493f6859cd10354d7cefb', 'name': 'Fredags billet VIP', 'price': 0, 'amount': 200, 'active': True}, {'id': '6514943a859cd10354d7cefd', 'name': 'Lørdags billet barn', 'price': 275, 'amount': 2000, 'active': True}, {'id': '6514944a859cd10354d7cefe', 'name': 'Lørdags billet voksen', 'price': 450, 'amount': 5800, 'active': True}, {'id': '65149462859cd10354d7ceff', 'name': 'VIP Lørdag', 'price': 0, 'amount': 200, 'active': True}, {'id': '65149478859cd10354d7cf01', 'name': 'Partout billet barn', 'price': 275, 'amount': 2000, 'active': True}, {'id': '65149478859cd10354d7cf02', 'name': 'Partout billet voksen', 'price': 450, 'amount': 5800, 'active': True}, {'id': '65149478859cd10354d7cf03', 'name': 'VIP Partout', 'price': 0, 'amount': 200, 'active': True}, {'id': '665468cf8b28a6275c2d4b5f', 'name': 'Gratis billet ved køb af 10', 'price': 0, 'amount': 200, 'active': True}]","[{'id': '65149373859cd10354d7cef8', 'name': 'Fredags billet', 'ref': '4313329b-db88-4c4a-8417-aee65bf9cf79', 'amount': 8000, 'active': False}, {'id': '65149420859cd10354d7cefc', 'name': 'Lørdags Billet', 'ref': 'c2617358-3cc3-4a08-9742-a1dd5e1ce7ff', 'amount': 8000, 'active': False}, {'id': '65149478859cd10354d7cf00', 'name': 'Partout Billet', 'ref': '757ec47c-e178-4dc9-b91e-fe766a2b4137', 'amount': 6000, 'active': False}]",2023-09-27T20:40:54.645Z,2024-05-27T11:11:52.304Z,Eventbilletten ApS,internal
667187a440e9377d67f01611,64e6444eb14ef65f4968770d,test event greve,SINGLE,2024-06-24T22:00:00.000Z,2024-06-30T01:00:00.000Z,Europe/Amsterdam,2024-06-18T10:00:00.000Z,2024-06-29T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-event-greve-n3ck4a,100,50,1,False,[],"[{'id': '667187d3d143da1a163f8786', 'name': 'std sal', 'price': 0, 'amount': 238, 'active': True}, {'id': '667187f3d143da1a163f8788', 'name': 'std tribune', 'price': 0, 'amount': 276, 'active': True}, {'id': '6671880dd143da1a163f878a', 'name': 'Std balkon', 'price': 0, 'amount': 234, 'active': True}]","[{'id': '667187ccd143da1a163f8785', 'name': 'Sal', 'ref': '66d66b1c-116c-4b41-9fd4-a90682382cb5', 'amount': 238, 'active': False}, {'id': '667187ded143da1a163f8787', 'name': 'Tribune', 'ref': '0145fe5f-d492-4895-a9bd-aabb1d5b26d9', 'amount': 276, 'active': False}, {'id': '667187fed143da1a163f8789', 'name': 'Balkon', 'ref': 'a8e0f37c-669e-446a-ae6a-88c55f18d8e8', 'amount': 276, 'active': False}]",2024-06-18T13:12:04.347Z,2024-06-25T08:18:12.799Z,Eventbilletten ApS,internal
66716f5176d05b459e1a4637,64e6444eb14ef65f4968770d,test event alsion,SINGLE,2024-06-26T22:00:00.000Z,2024-06-27T01:00:00.000Z,Europe/Amsterdam,2024-06-18T10:00:00.000Z,2024-06-26T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-event-alsion-hx1w7h,100,50,1,False,[],"[{'id': '66716f756e547a6b834c7295', 'name': 'Std sal', 'price': 0, 'amount': 665, 'active': True}, {'id': '66716f896e547a6b834c7297', 'name': 'Std balkon', 'price': 0, 'amount': 181, 'active': True}]","[{'id': '66716f6c6e547a6b834c7294', 'name': 'Sal', 'ref': '04008d81-4d62-4203-9de1-a3a70e7c2394', 'amount': 665, 'active': False}, {'id': '66716f7d6e547a6b834c7296', 'name': 'Balkon', 'ref': '809f5863-8ed1-4c8e-bccc-a6de8547d59f', 'amount': 180, 'active': False}]",2024-06-18T11:28:17.187Z,2024-06-25T08:17:27.954Z,Eventbilletten ApS,internal
6666f3132770f7cb6d4feb43,64e6444eb14ef65f4968770d,Test event til scanning,SINGLE,2024-06-30T22:00:00.000Z,2024-07-01T01:00:00.000Z,Europe/Amsterdam,2024-06-10T11:00:00.000Z,2024-06-30T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/c3b8e056-ec73-46c5-ac4d-a20f104e370b.jpg,test-event-til-scanning-v4f5xp,100,50,1,False,[],"[{'id': '6666f330731dd3a6b8e08902', 'name': 'Std. billet', 'price': 0, 'amount': 100, 'active': True}]","[{'id': '6666f328731dd3a6b8e08901', 'name': 'Billetter', 'ref': 'b7eea16f-3138-439c-a207-7c01d41fcc81', 'amount': 100, 'active': False}]",2024-06-10T12:35:31.717Z,2024-06-10T12:36:25.761Z,Eventbilletten ApS,internal
66a20c095dae79f83ad42a80,64e6444eb14ef65f4968770d,test seatmap aalborg,SINGLE,2024-07-30T22:00:00.000Z,2024-08-01T01:00:00.000Z,Europe/Amsterdam,2024-07-25T07:00:00.000Z,2024-07-30T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-seatmap-aalborg-ddncd8,50,50,1,False,[],"[{'id': '66a20c3727236c428c30b200', 'name': 'gulv billet', 'price': 0, 'amount': 100, 'active': True}, {'id': '66a20c4827236c428c30b202', 'name': 'balkon billet', 'price': 0, 'amount': 50, 'active': True}, {'id': '66a2214627236c428c30b204', 'name': '2. Balkon', 'price': 0, 'amount': 100, 'active': True}]","[{'id': '66a20c1f27236c428c30b1fe', 'name': 'gulv', 'ref': 'b8bbfdda-4bd7-4e1d-8885-aac4c51ff4d1', 'amount': 100, 'active': False}, {'id': '66a20c3b27236c428c30b201', 'name': 'Balkon', 'ref': '1bc873da-ef61-4165-935f-5b19322e133a', 'amount': 50, 'active': False}, {'id': '66a2213827236c428c30b203', 'name': '2. Balkon', 'ref': '32341797-b0dd-478b-a19f-0a800d98c30a', 'amount': 100, 'active': False}]",2024-07-25T08:25:45.537Z,2024-07-25T11:47:46.376Z,Eventbilletten ApS,internal
66b5dd1f6a3d7112d3badea7,64e6444eb14ef65f4968770d,test fee sheme,SINGLE,2024-08-15T22:00:00.000Z,2024-08-17T01:00:00.000Z,Europe/Amsterdam,2024-08-09T08:00:00.000Z,2024-08-15T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-fee-sheme-50nfha,50,10,1,False,[],"[{'id': '66b5dd286e7eded3f644570f', 'name': 'testType', 'price': 60, 'amount': 50, 'active': True}]","[{'id': '66b5dd226e7eded3f644570e', 'name': 'billet', 'ref': '8fe9393d-cf96-44f9-bc48-657d622a0014', 'amount': 50, 'active': False}]",2024-08-09T09:10:55.289Z,2024-08-09T09:12:40.293Z,Eventbilletten ApS,internal
66c870e384b33e1d986eca18,64e6444eb14ef65f4968770d,Onsdags gus d.28/8-24,SINGLE,2024-08-28T17:00:00.000Z,2024-08-28T19:00:00.000Z,Europe/Amsterdam,2024-08-22T22:00:00.000Z,2024-08-28T16:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/c3b8e056-ec73-46c5-ac4d-a20f104e370b.jpg,onsdags-gus-52f64x,14,14,1,False,[],"[{'id': '66c8725bca4d40fe05ec3838', 'name': 'Std. Gus ', 'price': 175, 'amount': 14, 'active': True}, {'id': '66c8726bca4d40fe05ec3839', 'name': 'Gus inkl. håndklede, olie mm. ', 'price': 225, 'amount': 4, 'active': True}]","[{'id': '66c8724bca4d40fe05ec3837', 'name': 'Billetter til gus', 'ref': '31f8e06c-e167-441c-82ee-1b7b7032269a', 'amount': 14, 'active': False}]",2024-08-23T11:22:11.630Z,2024-08-27T06:49:13.319Z,Eventbilletten ApS,internal
66adcc862046cf1175c38858,64e6444eb14ef65f4968770d,Test event til Benzhi,SINGLE,2024-08-29T15:00:00.000Z,2024-08-29T18:00:00.000Z,Europe/Amsterdam,2024-08-03T06:00:00.000Z,2024-08-27T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-event-til-benzhi-fochqa,500,50,1,False,[],"[{'id': '66adcc95f9fd78bee8036a79', 'name': 'Std', 'price': 1, 'amount': 100, 'active': True}]","[{'id': '66adcc8ff9fd78bee8036a78', 'name': 'Billetter', 'ref': '0edb2e65-5e47-4afe-bf6b-1100bf527db0', 'amount': 100, 'active': False}]",2024-08-03T06:21:58.356Z,2024-08-07T09:28:19.564Z,Eventbilletten ApS,internal
660ae81f81d99e27f6537ef9,64e6444eb14ef65f4968770d,SANTANDERCUP 1/8 FINALE,SINGLE,2024-08-31T17:00:00.000Z,2024-08-31T19:00:00.000Z,Europe/Brussels,2024-03-31T22:00:00.000Z,2024-08-31T19:00:00.000Z,"{'name': 'Lynghallen', 'street': 'Sdr. bouldevard 21', 'city': 'Grinsted', 'postal': '7200', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/663b1ce7-6ad4-41ca-93d2-a0859f3c526e.png,santandercup-ke8vxl,800,25,1,False,[],"[{'id': '660ae83d734b1d72f29191ba', 'name': 'Unum. Siddeplads voksen', 'price': 100, 'amount': 600, 'active': True}, {'id': '660ae857734b1d72f29191bb', 'name': 'Unum. Siddeplads barn (12 -18 år) ', 'price': 50, 'amount': 600, 'active': True}, {'id': '660aeb0a734b1d72f29191bc', 'name': 'VIP', 'price': 350, 'amount': 200, 'active': True}, {'id': '66b49f76daafe64bf1be2187', 'name': 'Test', 'price': 500, 'amount': 100, 'active': True}]","[{'id': '660ae826734b1d72f29191b9', 'name': 'Billetter', 'ref': '0da97681-9cf4-40a9-9a51-8e144427bf49', 'amount': 800, 'active': False}]",2024-04-01T17:00:15.194Z,2024-08-08T10:45:13.195Z,Eventbilletten ApS,internal
664b22bd2fa9fed335920b23,64e6444eb14ef65f4968770d,test seatmap albertslund,SINGLE,2024-09-05T22:00:00.000Z,2024-09-06T01:00:00.000Z,Europe/Amsterdam,2024-05-20T21:00:00.000Z,2024-09-05T22:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",,test-seatmap-albertslund-jluu5e,150,10,1,False,[],"[{'id': '664db7a96a8e384772ea305c', 'name': 'Std.', 'price': 0, 'amount': 200, 'active': True}]","[{'id': '664db7896a8e384772ea305b', 'name': 'A', 'ref': '53256c4f-6cae-45bd-ae1c-c70d75f99043', 'amount': 200, 'active': False}]",2024-05-20T10:15:25.247Z,2024-05-22T09:15:32.215Z,Eventbilletten ApS,internal
66d7164757195fe1325f04a2,64e6444eb14ef65f4968770d,Mit event,SINGLE,2024-09-06T16:00:00.000Z,2024-09-06T20:00:00.000Z,Europe/Brussels,2024-09-03T13:00:00.000Z,2024-09-06T04:00:00.000Z,"{'name': 'Eventbilletten ApS', 'street': 'Syvstjernen 8', 'city': 'Munkebo', 'postal': '5330', 'country': 'DK'}",https://s3.eu-central-1.amazonaws.com/yt-s3/e38550bc-e92a-4866-af9c-1f7ce439f963.jpg,mit-event-fddg6n,200,20,1,False,[],"[{'id': '66d71672fd7c23c9c3fcf8b1', 'name': 'Billet til koncert', 'price': 195, 'amount': 200, 'active': True}, {'id': '66d71689fd7c23c9c3fcf8b2', 'name': 'Billet til koncert inkl. spisning', 'price': 295, 'amount': 200, 'active': True}]","[{'id': '66d71664fd7c23c9c3fcf8b0', 'name': 'Billetter', 'ref': 'c37f0dea-3087-41b3-ba24-cf98bc011304', 'amount': 200, 'active': False}]",2024-09-03T13:59:35.685Z,2024-09-03T14:02:21.246Z,Eventbilletten ApS,internal
